,2 MAANTHUI Number of houses 1 – 10,3 MGEMOMV Avg size household 1 – 6,4 MGEMLEEF Avg age see L1,10 MRELGE Married,11 MRELSA Living together,12 MRELOV Other relation,13 MFALLEEN Singles,14 MFGEKIND Household without children,15 MFWEKIND Household with children,16 MOPLHOOG High level education,17 MOPLMIDD Medium level education,18 MOPLLAAG Lower level education,30 MHHUUR Rented house,31 MHKOOP Home owners,32 MAUT1 1 car,33 MAUT2 2 cars,34 MAUT0 No car,35 MZFONDS National Health Service,36 MZPART Private health insurance,37 MINKM30 Income < 30.000,38 MINK3045 Income 30-45.000,39 MINK4575 Income 45-75.000,40 MINK7512 Income 75-122.000,41 MINK123M Income >123.000,42 MINKGEM Average income,43 MKOOPKLA Purchasing power class,76 ALEVEN Number of life insurances
2908,1,3,3,7,0,2,2,3,5,0,2,7,3,6,5,2,3,7,2,5,4,0,0,0,2,5,0
2909,1,3,3,7,2,0,0,3,6,0,4,5,4,5,7,2,0,5,4,2,2,3,3,0,5,4,0
2910,1,3,3,7,0,2,1,6,2,2,3,5,2,7,6,2,2,6,3,2,4,4,0,0,4,3,0
2911,1,1,2,1,4,5,5,4,1,1,6,2,9,0,3,2,4,6,3,3,4,3,0,0,3,2,0
2912,1,1,6,0,0,9,8,1,0,1,2,7,8,1,0,0,9,9,0,7,2,0,0,0,1,1,0
2913,1,2,5,5,1,4,1,8,1,6,2,1,1,8,5,1,3,5,4,1,1,3,3,3,8,8,0
2914,1,3,3,7,0,2,0,2,7,0,4,5,9,0,5,0,4,9,0,4,5,0,0,0,3,6,0
2915,1,2,5,3,0,6,5,3,2,2,2,6,8,1,2,2,5,5,4,7,1,0,0,1,3,1,0
2916,1,2,4,5,0,4,4,2,3,0,0,9,9,0,6,0,3,9,0,5,1,3,0,0,3,2,0
2917,1,2,2,4,2,4,4,3,2,2,5,2,8,1,4,3,3,7,2,3,4,2,0,0,3,3,1
2918,1,3,3,7,1,2,0,3,6,0,0,9,0,9,7,1,2,7,2,0,9,0,0,0,3,4,0
2919,1,3,3,7,1,2,1,3,5,0,4,5,0,9,6,2,2,5,4,0,5,3,1,0,4,6,0
2920,1,3,3,7,1,2,2,3,5,2,4,4,3,6,6,2,1,5,4,3,2,3,2,1,4,5,0
2921,1,3,2,6,1,2,2,3,5,0,4,5,4,5,5,1,3,7,2,2,5,3,0,0,3,2,0
2922,1,2,5,4,1,5,5,3,2,1,2,7,8,1,3,1,5,8,1,5,3,1,0,0,2,2,0
2923,1,3,2,5,2,3,1,3,6,1,3,6,8,1,5,1,4,8,1,3,5,2,1,0,3,1,0
2924,1,3,2,7,2,0,0,6,3,2,7,0,0,9,7,2,0,7,2,0,6,3,0,0,4,6,0
2925,1,2,4,7,0,2,2,6,2,3,5,1,6,3,7,2,0,3,6,2,4,4,1,0,5,6,3
2926,1,3,3,7,0,2,0,3,6,0,3,6,2,7,7,2,0,7,2,4,3,3,0,0,3,5,0
2927,1,3,3,7,0,2,2,3,5,0,2,7,3,6,5,2,3,7,2,5,4,0,0,0,2,3,0
2928,2,2,4,5,1,3,4,4,2,2,4,4,6,3,7,2,0,4,5,4,3,3,1,0,3,3,0
2929,1,3,3,9,0,0,0,3,6,1,2,7,5,4,6,1,2,7,2,2,4,3,1,0,4,3,0
2930,1,4,2,6,1,2,0,1,8,1,1,8,8,1,6,1,2,8,1,4,4,2,0,1,3,3,0
2931,1,3,3,5,1,4,3,2,4,1,2,7,8,1,4,1,5,8,1,5,4,1,1,0,3,4,0
2932,1,3,3,6,1,2,1,2,7,0,3,6,9,0,7,0,2,7,2,6,3,1,0,0,2,4,0
2933,1,2,3,5,1,4,3,3,4,2,2,6,4,5,6,1,2,7,2,3,5,2,0,0,3,3,0
2934,1,3,3,9,0,0,0,3,6,6,3,0,0,9,7,2,0,2,7,0,0,7,2,0,5,8,0
2935,1,4,3,9,0,0,0,1,8,0,4,5,4,5,7,2,0,9,0,0,9,0,0,0,3,4,0
2936,2,3,3,5,0,4,3,0,6,0,5,4,3,6,5,2,3,7,2,4,2,3,0,0,3,2,0
2937,1,2,4,7,0,2,2,6,2,3,5,1,6,3,7,2,0,3,6,2,4,4,1,0,5,7,1
2938,1,3,3,7,2,0,0,2,7,2,5,3,8,1,9,0,0,5,4,2,4,3,2,0,5,4,0
2939,1,2,1,7,2,0,0,6,3,5,3,2,0,9,7,0,2,4,5,0,0,7,2,0,6,6,0
2940,1,3,3,8,1,1,1,3,5,1,4,5,2,7,5,4,0,6,3,3,4,4,0,0,4,4,0
2941,1,4,3,7,1,2,0,0,9,5,4,0,0,9,6,2,1,4,5,0,0,7,2,0,7,8,0
2942,1,4,3,7,1,2,0,3,6,4,3,3,0,9,6,2,1,5,4,0,3,2,2,2,8,7,0
2943,1,3,3,6,0,3,2,4,4,4,3,2,0,9,9,0,0,4,5,0,5,4,0,0,4,6,0
2944,1,1,5,5,0,4,6,2,2,1,3,6,8,1,3,0,6,9,0,3,6,0,0,0,2,2,0
2945,1,3,3,4,1,5,3,2,5,2,4,3,8,1,4,1,4,6,3,6,3,0,0,0,2,3,0
2946,1,3,2,7,1,2,1,2,6,3,5,1,6,3,7,1,2,5,4,3,3,4,1,0,4,6,0
2947,1,3,3,6,1,3,2,4,4,1,3,6,4,5,5,2,3,7,2,3,4,2,1,1,3,3,0
2948,1,3,2,7,1,2,0,3,6,2,4,3,4,5,7,2,0,5,4,2,4,3,0,0,4,7,0
2949,1,4,2,9,0,0,0,3,6,2,4,4,0,9,9,0,0,7,2,0,5,4,0,0,4,5,0
2950,1,2,4,9,0,0,0,6,3,7,0,2,0,9,9,0,0,2,7,0,2,5,2,0,6,3,0
2951,1,2,4,7,0,2,2,4,4,3,4,3,5,4,6,2,2,3,6,2,3,4,2,0,4,6,0
2952,1,3,2,9,0,0,0,2,7,1,1,8,3,6,6,1,2,7,2,3,5,2,1,0,3,3,0
2953,1,3,4,5,1,4,1,4,4,5,3,1,2,7,5,1,3,5,4,3,1,4,2,1,5,6,0
2954,1,2,5,9,0,0,0,7,2,6,3,0,0,9,9,0,0,0,9,2,3,3,2,1,5,6,0
2955,1,2,5,4,1,5,3,5,1,2,5,3,3,6,7,2,1,5,4,2,3,4,1,0,4,6,0
2956,1,2,4,7,0,2,2,5,3,0,0,9,5,4,9,0,0,9,0,5,4,0,0,0,3,5,0
2957,1,3,2,5,2,3,3,2,5,2,4,3,4,5,7,1,2,4,5,2,3,3,2,1,5,4,0
2958,1,2,4,5,1,4,2,5,2,4,3,3,1,8,5,1,3,5,4,1,2,4,3,1,6,3,0
2959,2,3,3,6,0,3,1,4,4,3,2,5,3,6,7,0,2,7,2,0,4,5,0,0,4,6,0
2960,1,3,3,6,1,2,2,3,4,1,3,5,2,7,5,2,3,5,4,2,4,3,1,1,4,4,0
2961,2,3,3,6,3,0,0,3,6,0,1,8,3,6,6,3,0,9,0,3,5,2,1,0,3,3,0
2962,1,2,4,3,2,4,4,4,2,2,2,6,2,7,6,3,0,2,7,4,0,6,0,0,4,2,0
2963,1,1,2,2,2,5,6,3,1,1,4,5,8,1,5,0,4,8,1,6,3,1,1,0,2,3,0
2964,1,3,2,7,1,2,2,3,5,3,5,2,6,3,7,1,2,6,3,1,3,5,1,0,4,6,0
2965,1,3,3,6,1,2,1,2,7,0,3,6,9,0,7,0,2,7,2,6,3,1,0,0,2,4,0
2966,1,3,2,8,1,1,1,4,4,1,6,3,1,8,8,0,1,7,2,2,5,3,0,0,4,6,0
2967,1,3,3,7,1,1,1,4,4,1,2,7,2,7,4,4,2,7,2,3,3,3,0,1,4,5,0
2968,1,2,4,4,0,5,4,5,1,1,3,5,8,1,2,1,7,8,1,4,4,2,0,0,3,1,0
2969,1,3,3,7,1,2,1,4,4,1,2,6,5,4,5,2,3,6,3,2,5,2,1,0,3,3,0
2970,1,2,4,7,0,2,2,6,2,3,5,1,6,3,7,2,0,3,6,2,4,4,1,0,5,7,0
2971,1,3,3,7,0,2,2,4,4,1,4,5,6,3,5,2,3,7,2,3,3,3,1,0,4,3,0
2972,1,2,2,3,0,6,5,0,4,3,3,4,9,0,3,2,5,9,0,9,0,0,0,0,1,2,0
2973,1,3,3,7,1,2,3,2,5,1,3,6,5,4,5,2,2,7,2,4,4,1,1,1,3,5,0
2974,1,2,4,6,1,3,3,3,3,0,3,6,9,0,6,0,3,7,2,5,4,1,0,0,2,1,1
2975,1,2,2,3,4,3,3,5,2,0,4,5,9,0,7,1,1,8,1,3,6,1,0,0,3,3,0
2976,1,3,2,8,1,1,1,2,7,0,2,7,6,3,7,2,1,9,0,1,3,5,0,0,4,4,0
2977,1,2,3,7,2,0,0,5,4,0,3,6,0,9,4,4,2,6,3,2,5,3,0,0,3,3,0
2978,2,4,2,9,0,0,0,0,8,2,4,4,2,7,9,0,0,9,0,0,0,4,5,0,8,7,0
2979,1,2,3,7,1,2,3,5,2,0,4,5,3,6,9,0,0,5,4,2,3,3,3,0,5,2,0
2980,1,1,2,0,3,6,6,3,0,3,3,3,7,2,5,0,4,7,2,5,4,0,0,0,2,6,0
2981,1,2,4,9,0,0,0,6,3,7,0,2,0,9,9,0,0,2,7,0,2,5,2,0,6,3,0
2982,1,3,4,7,0,2,4,0,5,4,0,5,9,0,7,0,2,6,3,6,0,3,0,0,3,6,0
2983,1,2,4,7,2,0,0,5,4,2,1,6,3,6,6,2,2,4,5,2,3,2,2,0,4,6,0
2984,1,3,3,8,1,0,2,3,5,2,2,5,2,7,7,2,0,5,4,2,3,4,0,0,4,6,0
2985,1,3,2,6,3,0,0,5,4,1,7,2,0,9,4,5,0,3,6,0,4,4,2,0,5,3,0
2986,1,3,3,9,0,0,0,1,8,5,4,0,0,9,3,6,0,2,7,0,1,4,2,2,7,8,1
2987,1,2,3,5,1,4,3,3,4,2,2,6,4,5,6,1,2,7,2,3,5,2,0,0,3,4,0
2988,1,3,4,5,1,4,3,3,4,0,1,8,7,2,4,0,5,8,1,5,3,1,1,0,3,3,0
2989,1,2,5,5,1,4,2,6,2,2,3,4,2,7,5,1,3,5,4,1,2,4,3,1,6,6,0
2990,1,2,3,6,0,3,3,4,3,0,2,7,4,5,6,1,2,9,0,1,7,2,0,0,3,1,0
2991,1,3,3,6,1,2,2,3,5,2,4,3,4,5,6,2,1,4,5,2,2,4,1,1,5,3,0
2992,2,3,3,9,0,0,0,2,7,0,3,6,0,9,6,3,0,3,6,0,5,4,0,0,4,3,0
2993,1,3,3,7,2,0,0,4,5,1,6,3,8,1,9,0,0,6,3,1,2,6,1,0,5,8,2
2994,1,2,2,4,3,3,3,2,4,1,4,4,8,1,6,1,2,8,1,4,4,1,0,0,2,3,0
2995,1,2,3,4,2,4,4,4,3,1,3,5,6,3,6,1,3,8,1,4,3,3,0,0,3,4,0
2996,1,2,4,5,1,4,2,5,2,4,3,3,1,8,5,1,3,5,4,1,2,4,3,1,6,3,0
2997,1,2,1,4,4,2,1,6,3,1,6,3,5,4,7,0,2,7,2,4,4,2,0,0,3,3,0
2998,1,3,3,6,0,3,2,3,5,1,2,6,2,7,7,0,2,7,2,0,4,5,0,0,4,3,0
2999,1,2,2,5,2,3,3,4,3,0,4,5,7,2,9,0,0,9,0,3,6,0,0,0,3,3,0
3000,1,2,3,5,2,3,2,4,4,0,3,6,9,0,7,0,2,7,2,5,4,1,0,0,3,1,0
3001,1,2,4,7,0,2,0,6,3,0,2,7,9,0,7,2,0,9,0,6,3,0,0,0,3,1,0
3002,1,4,2,7,1,2,2,0,7,1,8,0,2,7,7,1,2,6,3,4,2,4,0,0,3,4,0
3003,1,3,3,7,0,2,1,1,8,0,1,8,9,0,5,2,3,7,2,1,6,3,0,0,4,3,0
3004,1,3,2,5,0,4,3,1,5,1,4,5,6,3,6,2,3,8,1,7,1,1,1,0,3,4,0
3005,1,2,3,5,0,4,4,3,3,0,3,6,0,9,3,2,4,7,2,6,3,0,0,0,2,4,0
3006,1,4,3,7,0,2,2,2,6,0,3,6,2,7,9,0,0,9,0,5,0,4,0,0,4,3,0
3007,1,4,2,6,1,3,0,3,6,0,2,7,2,7,6,1,2,6,3,0,0,9,0,0,5,4,0
3008,1,3,4,9,0,0,0,6,3,0,6,3,4,6,9,0,0,6,4,3,4,4,0,0,4,6,0
3009,1,2,4,7,0,2,0,6,3,0,2,7,9,0,7,2,0,9,0,6,3,0,0,0,3,1,0
3010,1,2,3,6,1,2,2,3,4,3,1,6,2,7,7,0,2,8,1,2,5,2,0,0,3,5,0
3011,1,1,2,1,4,5,5,4,1,1,6,2,9,0,3,2,4,6,3,3,4,3,0,0,3,2,2
3012,1,2,3,5,2,3,2,4,4,3,3,4,4,5,5,2,3,6,3,3,3,3,1,0,4,6,0
3013,1,3,4,7,1,1,1,6,3,4,3,2,1,8,8,1,1,7,2,2,3,5,0,0,5,8,0
3014,1,2,5,5,1,4,4,3,2,2,5,3,8,1,6,1,3,4,5,5,3,1,2,0,4,1,0
3015,2,3,3,6,3,0,0,3,6,0,1,8,3,6,6,3,0,9,0,3,5,2,1,0,3,3,0
3016,1,3,3,7,1,1,1,4,4,1,2,7,2,7,4,4,2,7,2,3,3,3,0,1,4,3,0
3017,1,3,3,9,0,0,0,2,7,2,4,3,8,1,6,2,1,5,4,3,4,3,0,0,3,7,0
3018,1,3,3,6,1,3,3,1,6,4,2,4,1,8,7,0,2,8,1,1,6,3,0,0,4,7,0
3019,1,2,2,0,5,4,2,5,3,0,4,5,9,0,7,0,2,9,0,4,2,3,0,0,3,2,0
3020,1,3,2,6,2,1,1,3,6,2,4,4,6,3,5,2,3,5,4,1,4,5,1,1,4,7,0
3021,1,2,2,5,1,4,3,4,3,0,6,3,3,6,5,1,3,8,1,3,5,2,0,0,3,3,1
3022,2,2,3,5,1,4,4,1,5,0,2,7,8,1,5,1,4,8,1,5,3,2,0,0,3,3,0
3023,1,3,3,7,2,0,0,3,6,0,4,5,4,5,7,2,0,5,4,2,2,3,3,0,5,3,2
3024,1,1,3,2,0,7,6,2,2,0,2,7,8,1,4,0,5,7,2,7,1,2,0,0,2,3,0
3025,1,2,3,3,2,5,5,3,3,2,3,4,7,2,6,1,3,8,1,5,3,2,0,0,3,1,0
3026,1,2,2,5,2,3,3,4,3,0,4,5,7,2,9,0,0,9,0,3,6,0,0,0,3,3,0
3027,1,2,4,3,0,6,5,2,2,1,2,7,2,7,5,1,4,7,2,1,4,5,0,0,4,5,0
3028,1,1,4,5,0,4,5,4,0,2,7,0,0,9,5,0,4,5,4,3,4,3,0,0,4,6,0
3029,1,2,4,7,0,2,2,5,2,0,4,5,9,0,3,0,6,7,2,2,7,0,0,0,3,1,0
3030,1,3,2,9,0,0,0,2,7,1,2,6,5,4,6,1,2,7,2,1,4,4,1,0,4,4,0
3031,1,4,2,8,1,0,0,1,8,5,4,1,0,9,7,1,2,4,5,1,3,6,1,0,5,6,0
3032,1,3,3,7,0,2,0,3,6,7,1,2,2,7,8,1,0,4,5,1,1,5,4,0,6,8,0
3033,1,2,4,5,0,4,6,0,3,5,0,4,4,5,5,1,4,9,0,0,0,9,0,0,5,1,0
3034,1,3,3,8,1,1,1,3,5,1,4,5,2,7,5,4,0,6,3,3,4,4,0,0,4,4,0
3035,1,2,4,5,0,4,4,4,2,2,3,5,7,2,6,0,3,9,0,5,2,2,0,0,3,1,0
3036,1,3,3,7,1,1,1,4,4,1,2,7,2,7,4,4,2,7,2,3,3,3,0,1,4,5,0
3037,1,3,3,9,0,0,0,3,6,1,2,7,5,4,6,1,2,7,2,2,4,3,1,0,4,4,0
3038,1,2,4,7,1,2,0,9,0,0,0,9,5,5,6,2,1,5,4,5,5,0,0,0,3,6,0
3039,1,2,3,9,0,0,0,6,3,3,5,2,5,4,7,2,0,7,2,2,4,2,1,0,4,1,0
3040,1,2,3,6,2,3,3,4,3,1,4,5,5,4,6,1,3,7,2,3,4,3,1,0,3,3,0
3041,1,2,2,3,4,3,3,4,3,6,2,2,7,2,7,2,0,3,6,2,2,6,0,0,4,6,1
3042,1,2,4,3,1,6,3,2,4,0,1,8,8,1,4,2,4,7,2,7,2,0,0,0,2,5,0
3043,1,2,3,7,1,1,5,1,4,5,4,0,9,0,8,1,1,4,5,0,5,4,0,0,5,4,0
3044,1,2,3,7,1,2,3,5,2,0,5,4,2,7,6,2,1,5,4,3,2,0,4,0,6,6,0
3045,1,2,5,4,1,5,5,3,2,2,4,4,2,7,6,1,3,6,3,5,2,2,1,0,3,6,0
3046,1,2,3,4,3,3,1,5,3,2,4,3,8,1,5,1,4,7,2,4,4,1,1,0,3,3,0
3047,1,2,2,2,5,2,2,5,2,0,4,5,9,0,5,2,2,9,0,0,6,3,0,0,4,3,0
3048,1,4,2,7,2,0,0,2,7,2,5,2,0,9,7,1,2,6,3,1,5,3,1,0,4,8,0
3049,1,3,4,5,0,4,3,2,5,0,2,7,0,9,6,0,3,9,0,6,3,0,0,0,2,3,0
3050,1,3,3,7,0,2,2,4,3,0,7,2,9,0,9,0,0,9,0,4,5,0,0,0,3,4,0
3051,1,3,3,9,0,0,0,3,6,3,6,0,0,9,3,6,0,0,9,0,0,1,8,1,8,6,0
3052,1,2,3,5,0,4,4,1,5,0,0,9,9,0,6,0,3,9,0,1,6,3,0,0,4,4,0
3053,1,4,2,6,0,3,2,0,7,0,6,3,4,5,9,0,0,7,2,0,7,0,2,0,4,4,0
3054,1,3,3,7,2,0,0,2,7,4,4,2,0,9,9,0,0,4,5,1,2,7,0,0,5,7,0
3055,1,2,4,7,0,2,0,5,4,2,2,6,0,9,5,4,0,6,3,0,7,2,0,0,4,6,0
3056,1,2,3,5,2,3,3,5,2,2,4,3,6,3,6,1,2,7,2,2,3,3,1,0,4,6,0
3057,1,3,3,7,1,2,2,3,5,2,4,4,3,6,6,2,1,5,4,3,2,3,2,1,4,3,0
3058,1,3,3,8,0,1,0,3,6,0,3,6,1,8,8,1,0,8,1,0,6,3,0,0,4,4,0
3059,1,2,2,3,4,3,3,4,3,6,2,2,7,2,7,2,0,3,6,2,2,6,0,0,4,6,1
3060,1,2,2,7,0,2,3,3,3,1,1,8,8,1,4,2,4,3,6,1,6,3,1,0,4,5,0
3061,1,3,4,7,1,2,4,4,2,0,4,5,7,2,6,2,1,5,4,5,4,0,0,0,3,3,0
3062,1,2,2,4,2,3,3,5,2,1,3,6,9,0,4,0,5,7,2,3,4,2,0,0,3,2,0
3063,1,3,3,6,1,3,3,1,6,0,1,8,6,3,6,0,3,9,0,3,6,0,0,0,2,1,0
3064,1,3,3,5,0,4,4,1,5,3,5,2,7,2,8,1,0,8,1,2,3,4,1,0,4,6,0
3065,1,3,2,6,0,3,0,1,8,0,4,5,9,0,6,3,0,9,0,2,7,2,0,0,3,1,0
3066,1,3,3,5,2,3,2,2,6,0,4,5,1,8,6,2,2,8,1,4,1,0,4,0,5,5,0
3067,1,4,2,7,1,2,2,4,4,5,4,0,4,5,6,2,1,5,4,0,0,9,0,0,6,4,0
3068,1,3,3,7,1,2,1,4,4,0,4,5,9,0,8,0,1,7,2,4,4,2,0,0,3,1,0
3069,1,2,1,3,4,3,4,5,2,0,4,5,9,0,7,1,1,8,1,1,6,3,0,0,4,2,0
3070,1,3,3,6,0,3,2,3,5,1,2,6,2,7,7,0,2,7,2,0,4,5,0,0,4,3,0
3071,1,3,3,5,2,3,2,3,4,2,3,5,3,6,5,1,3,7,2,3,4,2,1,1,4,1,0
3072,1,2,4,3,1,6,3,2,4,0,1,8,8,1,4,2,4,7,2,7,2,0,0,0,2,5,0
3073,1,2,2,8,0,1,4,1,5,1,1,7,9,0,7,0,2,9,0,7,2,0,0,0,2,4,2
3074,2,3,3,6,3,0,0,3,6,0,1,8,3,6,6,3,0,9,0,3,5,2,1,0,3,3,0
3075,1,3,3,6,0,3,0,3,6,1,6,3,7,2,7,0,2,6,3,3,3,3,1,0,4,4,0
3076,2,3,2,7,2,0,0,4,5,0,2,7,2,7,5,4,0,9,0,0,5,4,0,0,4,6,0
3077,1,2,4,7,0,2,2,6,2,3,5,1,6,3,7,2,0,3,6,2,4,4,1,0,5,6,1
3078,1,3,2,9,0,0,5,2,3,2,5,2,7,2,9,0,0,7,2,6,0,3,0,0,3,6,0
3079,1,3,2,6,0,3,1,4,4,1,5,4,3,6,9,0,0,6,3,2,4,3,1,0,4,6,2
3080,2,5,3,9,0,0,0,3,6,0,4,5,3,6,9,0,0,9,0,6,0,3,0,0,3,5,0
3081,1,2,4,5,1,4,4,2,4,1,3,6,2,7,5,1,4,6,3,3,4,2,1,0,3,1,1
3082,1,3,3,9,0,0,0,0,9,0,4,5,4,5,6,0,3,3,6,5,0,4,0,0,3,3,0
3083,1,2,4,9,0,0,5,2,3,5,1,3,0,9,6,3,0,5,4,0,1,4,5,0,6,8,0
3084,1,1,2,2,2,6,6,3,1,2,4,4,8,1,6,0,3,8,1,2,6,2,1,0,3,3,0
3085,1,2,3,7,2,1,1,7,2,0,3,6,7,2,8,1,1,7,2,5,3,2,0,0,3,5,0
3086,1,3,3,6,3,0,0,4,5,0,0,9,5,4,4,3,3,9,0,0,5,4,0,0,4,1,0
3087,1,3,3,5,0,4,0,5,4,0,0,9,9,0,3,2,4,7,2,9,0,0,0,0,2,3,0
3088,1,3,3,7,1,2,1,4,5,4,4,2,4,5,6,2,1,4,5,1,2,6,1,0,5,3,0
3089,1,2,3,7,1,2,3,5,2,0,4,5,3,6,9,0,0,5,4,2,3,3,3,0,5,2,0
3090,1,3,3,7,1,1,0,5,4,0,8,1,0,9,6,2,2,8,1,0,8,0,1,0,3,4,0
3091,1,3,3,9,0,0,0,4,5,0,3,6,9,0,3,2,4,9,0,6,3,0,0,0,2,4,0
3092,1,2,4,7,1,2,2,6,1,3,5,2,2,7,7,0,2,5,4,2,4,3,2,0,4,1,0
3093,1,3,3,9,0,0,0,4,5,2,0,7,2,7,7,2,0,7,2,4,2,4,0,0,3,3,0
3094,1,3,2,7,2,0,0,6,3,2,7,0,0,9,7,2,0,7,2,0,6,3,0,0,4,8,0
3095,1,3,3,6,0,3,0,3,6,0,5,4,1,8,7,2,0,5,4,2,6,2,0,0,3,8,1
3096,1,2,3,5,0,4,2,4,3,0,9,0,2,7,7,2,0,3,6,0,0,9,0,0,5,3,0
3097,2,4,2,8,1,0,0,1,8,0,4,5,2,7,5,4,0,9,0,1,7,2,1,0,4,3,0
3098,2,4,2,9,0,0,0,0,8,2,4,4,2,7,9,0,0,9,0,0,0,4,5,0,8,7,0
3099,1,4,3,6,1,2,0,2,7,8,1,1,0,9,7,2,1,5,4,0,1,4,5,1,7,8,0
3100,1,4,2,7,0,2,1,3,6,5,4,1,4,5,7,1,2,5,4,2,2,6,0,0,4,6,0
3101,1,3,3,5,1,4,3,3,4,2,2,6,4,5,6,1,2,7,2,3,5,2,0,0,3,1,0
3102,1,2,3,5,0,4,2,4,3,2,5,2,2,7,8,1,0,5,4,1,6,3,0,0,4,4,0
3103,1,4,2,9,0,0,0,3,6,0,4,5,3,6,7,1,1,5,4,2,7,0,0,0,3,8,0
3104,1,3,3,9,0,0,2,3,4,0,5,4,1,8,7,2,0,7,2,2,4,3,0,1,4,6,0
3105,1,3,3,7,1,2,1,4,4,1,2,6,5,4,5,2,3,6,3,2,5,2,1,0,3,3,0
3106,1,3,3,7,1,2,2,4,4,2,4,4,4,5,6,2,1,5,4,3,3,3,2,1,4,6,0
3107,1,3,3,6,0,3,2,3,5,1,2,6,2,7,7,0,2,7,2,0,4,5,0,0,4,3,0
3108,1,4,3,6,0,3,0,3,6,0,6,3,0,9,6,1,2,6,3,0,1,8,0,0,5,3,0
3109,1,2,4,3,1,6,3,2,4,0,1,8,8,1,4,2,4,7,2,7,2,0,0,0,2,5,0
3110,1,3,2,9,0,0,0,3,6,6,2,2,0,9,9,0,0,0,9,0,0,6,3,0,6,7,0
3111,1,2,4,5,0,4,4,3,3,0,0,9,9,0,6,0,3,9,0,2,5,3,0,0,3,2,0
3112,1,2,4,7,0,2,2,4,3,1,5,4,2,7,5,3,2,5,4,2,5,3,0,0,4,3,0
3113,1,4,2,8,0,1,1,1,8,1,4,5,8,1,5,4,1,8,1,5,4,0,0,0,2,4,0
3114,1,3,2,9,0,0,0,0,9,4,5,0,0,9,7,2,0,0,9,0,2,7,0,0,5,8,3
3115,1,3,2,7,1,1,1,3,6,1,2,7,8,1,5,1,4,7,2,2,5,2,1,0,3,2,0
3116,1,2,5,3,0,6,5,3,2,2,2,6,8,1,2,2,5,5,4,7,1,0,0,1,3,1,0
3117,1,3,2,8,0,1,1,1,7,2,3,5,9,0,7,0,2,9,0,4,5,0,0,0,3,4,0
3118,1,3,2,5,2,2,2,2,5,2,6,2,0,9,9,0,0,4,5,2,3,5,0,0,4,7,0
3119,1,2,4,7,1,2,0,9,0,0,0,9,5,5,6,2,1,5,4,5,5,0,0,0,3,6,0
3120,1,4,3,6,2,2,0,4,5,0,4,5,5,4,6,2,2,8,1,0,0,4,5,0,7,5,0
3121,2,3,3,6,0,3,1,4,4,3,2,5,3,6,7,0,2,7,2,0,4,5,0,0,4,6,2
3122,1,4,2,9,0,0,0,2,7,2,3,4,0,9,7,2,0,6,3,0,6,3,0,0,4,3,0
3123,1,2,4,5,1,4,5,3,2,2,2,6,6,3,6,0,3,5,4,3,4,3,1,0,3,1,0
3124,1,2,4,5,2,3,3,5,2,2,3,4,7,3,6,0,3,7,2,4,3,1,2,0,3,1,0
3125,1,3,3,7,1,2,0,3,6,0,0,9,3,6,7,1,2,7,2,0,4,0,5,0,6,3,0
3126,2,3,3,7,0,2,0,2,7,2,1,7,4,5,6,1,2,7,2,0,6,3,0,0,4,2,0
3127,1,2,4,4,0,5,4,5,1,1,3,5,8,1,2,1,7,8,1,4,4,2,0,0,3,1,0
3128,1,2,6,6,0,3,3,6,0,1,4,5,9,0,4,0,5,7,2,4,5,0,0,0,3,6,0
3129,1,2,5,3,0,6,5,3,2,2,2,6,8,1,2,2,5,5,4,7,1,0,0,1,3,3,0
3130,1,3,3,6,2,2,2,4,4,1,3,6,5,4,6,2,2,8,1,4,4,2,1,1,3,3,0
3131,1,2,4,9,0,0,0,6,3,7,0,2,0,9,9,0,0,2,7,0,2,5,2,0,6,3,0
3132,1,2,4,9,0,0,0,6,3,0,5,4,3,6,7,0,2,6,3,2,4,4,0,0,4,3,0
3133,1,2,2,4,2,4,4,3,2,2,5,2,8,1,4,3,3,7,2,3,4,2,0,0,3,3,0
3134,1,3,3,9,0,0,0,4,5,3,6,1,0,9,7,2,0,2,7,0,1,6,3,1,6,7,0
3135,1,2,3,4,3,3,2,5,3,0,4,5,8,1,6,0,3,7,2,2,2,5,1,0,4,5,0
3136,1,2,2,1,2,6,3,4,3,2,5,3,9,0,5,1,3,5,4,4,3,3,0,0,3,3,0
3137,1,3,4,9,0,0,0,6,3,0,6,3,4,6,9,0,0,6,4,3,4,4,0,0,4,6,0
3138,1,3,3,6,1,3,1,2,7,4,2,4,1,8,8,1,0,6,3,1,2,5,3,0,6,6,0
3139,1,2,4,5,0,4,4,2,3,0,0,9,9,0,6,0,3,9,0,5,1,3,0,0,3,2,0
3140,1,2,4,5,0,4,4,2,3,0,3,6,0,9,3,2,4,7,2,5,0,4,0,0,2,1,0
3141,1,2,3,6,0,3,4,4,2,0,2,7,9,0,3,3,4,7,2,5,2,2,0,0,3,4,0
3142,1,2,3,4,3,3,3,2,4,5,4,0,9,0,7,0,2,6,3,2,5,3,0,0,4,5,0
3143,1,1,5,5,0,4,8,1,0,1,1,8,9,0,5,0,4,9,0,3,5,1,0,0,3,1,0
3144,1,2,4,7,0,2,2,5,3,0,0,9,5,4,9,0,0,9,0,5,4,0,0,0,3,6,0
3145,1,3,3,7,2,0,0,3,6,0,4,5,4,5,7,2,0,5,4,2,2,3,3,0,5,3,0
